Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2024-10107,2024-08-19,2024-08-24,CUST-1116,Customer 117,Home Office,North,Technology,Accessories,Technology - Accessories Model 227,218.2,1,0.0,44.65
CA-2024-10108,2023-05-12,2023-05-17,CUST-1038,Customer 39,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 424,422.72,3,0.0,93.18
CA-2024-10109,2024-12-09,2024-12-11,CUST-1056,Customer 57,Consumer,East,Technology,Machines,Technology - Machines Model 825,2100.07,7,0.2,237.91
CA-2024-10110,2024-08-31,2024-09-02,CUST-1070,Customer 71,Home Office,North,Office Supplies,Binders,Office Supplies - Binders Model 359,397.36,3,0.0,104.16
CA-2024-10111,2023-10-11,2023-10-13,CUST-1104,Customer 105,Corporate,West,Technology,Machines,Technology - Machines Model 901,82.22,2,0.0,21.58
CA-2024-10112,2024-03-15,2024-03-17,CUST-1053,Customer 54,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 525,616.79,2,0.3,-24.06
CA-2024-10113,2024-12-08,2024-12-11,CUST-1070,Customer 71,Consumer,South,Office Supplies,Paper,Office Supplies - Paper Model 569,789.03,4,0.5,-90.14
CA-2024-10114,2023-12-29,2024-01-03,CUST-1020,Customer 21,Corporate,North,Furniture,Furnishings,Furniture - Furnishings Model 397,386.57,3,0.0,112.27
CA-2024-10115,2024-02-15,2024-02-16,CUST-1053,Customer 54,Consumer,West,Office Supplies,Art,Office Supplies - Art Model 930,161.25,4,0.1,25.43
CA-2024-10116,2024-06-17,2024-06-20,CUST-1083,Customer 84,Home Office,East,Office Supplies,Storage,Office Supplies - Storage Model 642,359.14,2,0.0,82.53
CA-2024-10117,2024-02-02,2024-02-03,CUST-1078,Customer 79,Corporate,South,Office Supplies,Art,Office Supplies - Art Model 668,118.1,3,0.2,5.23
CA-2024-10118,2024-04-21,2024-04-26,CUST-1064,Customer 65,Home Office,East,Office Supplies,Binders,Office Supplies - Binders Model 990,772.49,2,0.1,152.14
CA-2024-10119,2024-08-08,2024-08-11,CUST-1016,Customer 17,Home Office,East,Technology,Phones,Technology - Phones Model 426,518.6,2,0.0,124.12
CA-2024-10120,2024-08-12,2024-08-15,CUST-1001,Customer 2,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 937,282.66,1,0.15,27.02
CA-2024-10121,2024-05-15,2024-05-17,CUST-1069,Customer 70,Corporate,South,Office Supplies,Storage,Office Supplies - Storage Model 560,1148.38,4,0.4,-53.43
CA-2024-10122,2024-07-01,2024-07-06,CUST-1054,Customer 55,Consumer,North,Office Supplies,Storage,Office Supplies - Storage Model 666,2481.97,7,0.15,317.13
CA-2024-10123,2023-06-03,2023-06-06,CUST-1078,Customer 79,Corporate,North,Furniture,Bookcases,Furniture - Bookcases Model 780,1104.14,3,0.2,121.08
CA-2024-10124,2023-02-12,2023-02-13,CUST-1000,Customer 1,Corporate,West,Office Supplies,Storage,Office Supplies - Storage Model 682,1992.15,6,0.2,155.81
CA-2024-10125,2023-07-28,2023-07-29,CUST-1073,Customer 74,Home Office,East,Furniture,Furnishings,Furniture - Furnishings Model 815,275.81,1,0.1,54.04
CA-2024-10126,2023-10-11,2023-10-12,CUST-1063,Customer 64,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 213,3105.11,7,0.0,749.07
CA-2024-10127,2024-05-26,2024-05-28,CUST-1096,Customer 97,Home Office,North,Office Supplies,Art,Office Supplies - Art Model 216,911.71,5,0.1,128.28
CA-2024-10128,2024-08-31,2024-09-01,CUST-1087,Customer 88,Home Office,South,Office Supplies,Binders,Office Supplies - Binders Model 417,1145.14,4,0.3,-27.29
CA-2024-10129,2024-01-03,2024-01-05,CUST-1074,Customer 75,Consumer,South,Technology,Machines,Technology - Machines Model 685,466.24,2,0.15,51.35
CA-2024-10130,2024-07-10,2024-07-12,CUST-1016,Customer 17,Consumer,North,Furniture,Furnishings,Furniture - Furnishings Model 437,1266.52,7,0.3,-44.38
CA-2024-10131,2023-03-20,2023-03-23,CUST-1014,Customer 15,Consumer,East,Office Supplies,Binders,Office Supplies - Binders Model 637,441.06,2,0.0,115.74
CA-2024-10132,2024-04-24,2024-04-29,CUST-1002,Customer 3,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 687,2431.92,7,0.15,388.21
CA-2024-10133,2024-10-27,2024-10-30,CUST-1071,Customer 72,Corporate,North,Office Supplies,Paper,Office Supplies - Paper Model 401,1186.3,5,0.15,147.81
CA-2024-10134,2024-06-20,2024-06-22,CUST-1117,Customer 118,Corporate,South,Office Supplies,Binders,Office Supplies - Binders Model 233,1920.96,7,0.15,258.5
CA-2024-10135,2023-03-31,2023-04-01,CUST-1025,Customer 26,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 167,922.68,3,0.15,148.15
CA-2024-10136,2024-07-14,2024-07-18,CUST-1089,Customer 90,Corporate,North,Office Supplies,Paper,Office Supplies - Paper Model 709,1691.82,5,0.0,338.52
CA-2024-10137,2024-07-31,2024-08-02,CUST-1072,Customer 73,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 403,789.8,4,0.3,42.55
CA-2024-10138,2023-07-02,2023-07-06,CUST-1039,Customer 40,Corporate,West,Office Supplies,Art,Office Supplies - Art Model 773,2815.87,6,0.0,815.87
CA-2024-10139,2023-10-05,2023-10-07,CUST-1011,Customer 12,Home Office,South,Office Supplies,Art,Office Supplies - Art Model 170,853.25,3,0.0,244.85
CA-2024-10140,2024-09-10,2024-09-15,CUST-1047,Customer 48,Consumer,North,Furniture,Furnishings,Furniture - Furnishings Model 486,533.5,7,0.2,27.69
CA-2024-10141,2024-01-22,2024-01-27,CUST-1069,Customer 70,Consumer,North,Office Supplies,Labels,Office Supplies - Labels Model 366,606.22,2,0.15,74.89
CA-2024-10142,2024-06-09,2024-06-11,CUST-1011,Customer 12,Consumer,East,Furniture,Bookcases,Furniture - Bookcases Model 621,293.72,1,0.2,35.59
CA-2024-10143,2024-05-30,2024-06-01,CUST-1012,Customer 13,Corporate,North,Office Supplies,Binders,Office Supplies - Binders Model 949,735.8,2,0.0,200.22
CA-2024-10144,2024-01-27,2024-02-01,CUST-1050,Customer 51,Consumer,North,Office Supplies,Labels,Office Supplies - Labels Model 101,814.2,3,0.0,222.11
CA-2024-10145,2024-04-13,2024-04-17,CUST-1111,Customer 112,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 625,860.32,2,0.0,220.08
CA-2024-10146,2023-11-02,2023-11-06,CUST-1087,Customer 88,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 393,131.22,4,0.0,37.43
CA-2024-10147,2024-03-21,2024-03-23,CUST-1005,Customer 6,Corporate,South,Furniture,Tables,Furniture - Tables Model 365,1535.79,5,0.1,278.62
CA-2024-10148,2024-01-17,2024-01-18,CUST-1058,Customer 59,Corporate,West,Furniture,Furnishings,Furniture - Furnishings Model 915,126.73,2,0.1,24.95
CA-2024-10149,2024-06-27,2024-06-29,CUST-1025,Customer 26,Consumer,East,Furniture,Furnishings,Furniture - Furnishings Model 331,1783.17,5,0.15,240.29
CA-2024-10150,2023-10-16,2023-10-21,CUST-1001,Customer 2,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 902,1946.19,5,0.1,298.24
CA-2024-10151,2023-03-29,2023-04-03,CUST-1029,Customer 30,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 238,610.75,2,0.3,12.26
CA-2024-10152,2024-08-23,2024-08-27,CUST-1041,Customer 42,Corporate,North,Furniture,Chairs,Furniture - Chairs Model 378,143.63,1,0.0,34.75
CA-2024-10153,2024-06-13,2024-06-14,CUST-1111,Customer 112,Corporate,South,Furniture,Tables,Furniture - Tables Model 896,365.56,3,0.0,100.59
CA-2024-10154,2023-04-18,2023-04-22,CUST-1081,Customer 82,Consumer,South,Office Supplies,Appliances,Office Supplies - Appliances Model 381,1710.85,4,0.0,441.69
CA-2024-10155,2023-07-07,2023-07-08,CUST-1031,Customer 32,Consumer,North,Office Supplies,Storage,Office Supplies - Storage Model 919,1587.0,5,0.0,451.5
CA-2024-10156,2024-09-30,2024-10-04,CUST-1031,Customer 32,Consumer,East,Furniture,Bookcases,Furniture - Bookcases Model 809,624.66,3,0.15,108.95
CA-2024-10157,2024-10-24,2024-10-29,CUST-1084,Customer 85,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 762,2288.48,6,0.2,188.92
CA-2024-10158,2023-12-02,2023-12-07,CUST-1105,Customer 106,Consumer,West,Office Supplies,Labels,Office Supplies - Labels Model 831,910.36,5,0.3,-1.09
CA-2024-10159,2023-11-08,2023-11-11,CUST-1068,Customer 69,Home Office,South,Office Supplies,Storage,Office Supplies - Storage Model 464,2058.96,6,0.0,500.05
CA-2024-10160,2023-06-30,2023-07-01,CUST-1070,Customer 71,Corporate,West,Technology,Copiers,Technology - Copiers Model 685,182.9,7,0.15,15.8
CA-2024-10161,2024-08-17,2024-08-20,CUST-1009,Customer 10,Consumer,West,Technology,Machines,Technology - Machines Model 903,1954.64,4,0.0,513.85
CA-2024-10162,2024-06-04,2024-06-09,CUST-1052,Customer 53,Consumer,East,Office Supplies,Labels,Office Supplies - Labels Model 325,1374.31,4,0.1,183.24
CA-2024-10163,2024-03-09,2024-03-13,CUST-1041,Customer 42,Home Office,West,Furniture,Chairs,Furniture - Chairs Model 612,192.98,2,0.0,57.01
CA-2024-10164,2024-11-16,2024-11-18,CUST-1117,Customer 118,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 231,319.53,1,0.1,46.54
CA-2024-10165,2024-07-14,2024-07-17,CUST-1042,Customer 43,Corporate,West,Office Supplies,Storage,Office Supplies - Storage Model 179,962.62,5,0.3,5.48
CA-2024-10166,2024-04-22,2024-04-26,CUST-1029,Customer 30,Home Office,South,Office Supplies,Storage,Office Supplies - Storage Model 853,248.07,1,0.0,50.37
CA-2024-10167,2024-12-08,2024-12-12,CUST-1030,Customer 31,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 627,1660.8,7,0.1,338.71
CA-2024-10168,2024-02-07,2024-02-12,CUST-1017,Customer 18,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 118,1706.17,7,0.0,354.08
CA-2024-10169,2024-05-21,2024-05-23,CUST-1065,Customer 66,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 330,894.41,2,0.0,210.35
CA-2024-10170,2023-05-08,2023-05-11,CUST-1020,Customer 21,Consumer,West,Technology,Accessories,Technology - Accessories Model 184,386.45,1,0.0,107.22
CA-2024-10171,2024-11-27,2024-12-01,CUST-1060,Customer 61,Home Office,East,Furniture,Furnishings,Furniture - Furnishings Model 405,102.5,6,0.15,14.03
CA-2024-10172,2024-07-08,2024-07-09,CUST-1035,Customer 36,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 996,1009.33,3,0.15,174.3
CA-2024-10173,2023-08-26,2023-08-30,CUST-1019,Customer 20,Corporate,North,Technology,Machines,Technology - Machines Model 888,1066.38,6,0.4,-40.13
CA-2024-10174,2023-07-12,2023-07-17,CUST-1002,Customer 3,Home Office,East,Furniture,Tables,Furniture - Tables Model 252,1369.13,6,0.0,284.0
CA-2024-10175,2024-11-14,2024-11-19,CUST-1097,Customer 98,Consumer,East,Office Supplies,Paper,Office Supplies - Paper Model 470,98.33,1,0.3,-3.87
CA-2024-10176,2023-11-18,2023-11-21,CUST-1082,Customer 83,Corporate,South,Furniture,Chairs,Furniture - Chairs Model 414,275.71,1,0.0,69.87
CA-2024-10177,2024-07-27,2024-07-31,CUST-1018,Customer 19,Corporate,East,Technology,Accessories,Technology - Accessories Model 862,817.78,7,0.1,111.97
CA-2024-10178,2024-12-09,2024-12-13,CUST-1067,Customer 68,Corporate,North,Furniture,Furnishings,Furniture - Furnishings Model 113,158.28,2,0.5,-21.98
CA-2024-10179,2024-06-12,2024-06-15,CUST-1098,Customer 99,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 364,1261.32,4,0.2,123.17
CA-2024-10180,2023-07-30,2023-08-04,CUST-1075,Customer 76,Corporate,North,Furniture,Bookcases,Furniture - Bookcases Model 621,424.54,3,0.0,92.64
CA-2024-10181,2023-05-26,2023-05-29,CUST-1091,Customer 92,Home Office,East,Technology,Accessories,Technology - Accessories Model 527,1388.15,7,0.15,162.7
CA-2024-10182,2024-02-06,2024-02-10,CUST-1037,Customer 38,Consumer,North,Technology,Accessories,Technology - Accessories Model 299,1306.44,3,0.1,223.92
CA-2024-10183,2023-06-07,2023-06-11,CUST-1038,Customer 39,Home Office,North,Technology,Accessories,Technology - Accessories Model 334,692.42,7,0.0,189.48
CA-2024-10184,2024-11-08,2024-11-12,CUST-1078,Customer 79,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 717,341.11,2,0.0,94.28
CA-2024-10185,2024-10-19,2024-10-21,CUST-1073,Customer 74,Corporate,West,Technology,Machines,Technology - Machines Model 426,1934.36,7,0.2,151.05
CA-2024-10186,2023-04-29,2023-05-01,CUST-1069,Customer 70,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 517,2031.3,6,0.2,166.04
CA-2024-10187,2024-02-20,2024-02-23,CUST-1002,Customer 3,Consumer,South,Furniture,Bookcases,Furniture - Bookcases Model 431,212.09,1,0.15,28.52
CA-2024-10188,2023-01-04,2023-01-06,CUST-1102,Customer 103,Corporate,West,Furniture,Bookcases,Furniture - Bookcases Model 830,1309.65,5,0.0,389.81
CA-2024-10189,2024-04-27,2024-04-30,CUST-1067,Customer 68,Consumer,West,Office Supplies,Art,Office Supplies - Art Model 578,115.9,1,0.2,14.58
CA-2024-10190,2023-05-21,2023-05-24,CUST-1005,Customer 6,Corporate,West,Furniture,Bookcases,Furniture - Bookcases Model 869,79.07,4,0.0,17.21
CA-2024-10191,2024-04-18,2024-04-21,CUST-1054,Customer 55,Home Office,West,Office Supplies,Appliances,Office Supplies - Appliances Model 183,2140.59,5,0.0,569.89
CA-2024-10192,2023-09-25,2023-09-30,CUST-1119,Customer 120,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 646,1102.95,5,0.1,212.01
CA-2024-10193,2023-04-27,2023-04-29,CUST-1105,Customer 106,Corporate,East,Furniture,Tables,Furniture - Tables Model 336,355.07,2,0.3,-9.78
CA-2024-10194,2024-06-15,2024-06-16,CUST-1097,Customer 98,Consumer,North,Office Supplies,Labels,Office Supplies - Labels Model 656,2179.18,5,0.0,571.19
CA-2024-10195,2023-06-15,2023-06-17,CUST-1085,Customer 86,Corporate,East,Office Supplies,Appliances,Office Supplies - Appliances Model 683,1180.07,4,0.0,331.22
CA-2024-10196,2023-05-13,2023-05-15,CUST-1037,Customer 38,Consumer,North,Office Supplies,Storage,Office Supplies - Storage Model 690,255.06,4,0.2,14.37
CA-2024-10197,2023-12-24,2023-12-27,CUST-1097,Customer 98,Home Office,South,Office Supplies,Art,Office Supplies - Art Model 936,1650.17,5,0.0,452.53
CA-2024-10198,2023-07-08,2023-07-11,CUST-1093,Customer 94,Consumer,East,Furniture,Tables,Furniture - Tables Model 525,1353.65,3,0.0,398.38
CA-2024-10199,2024-07-18,2024-07-20,CUST-1047,Customer 48,Consumer,North,Technology,Accessories,Technology - Accessories Model 736,342.1,7,0.5,-59.4
CA-2024-10200,2023-03-05,2023-03-10,CUST-1115,Customer 116,Corporate,South,Office Supplies,Art,Office Supplies - Art Model 120,638.49,6,0.5,-123.53
CA-2024-10201,2023-04-21,2023-04-23,CUST-1064,Customer 65,Corporate,East,Office Supplies,Labels,Office Supplies - Labels Model 380,1518.48,4,0.0,358.71
CA-2024-10202,2023-07-29,2023-08-02,CUST-1063,Customer 64,Home Office,North,Office Supplies,Binders,Office Supplies - Binders Model 329,930.7,2,0.0,223.18
CA-2024-10203,2023-03-26,2023-03-27,CUST-1110,Customer 111,Home Office,North,Technology,Phones,Technology - Phones Model 317,1470.58,5,0.15,162.78
CA-2024-10204,2023-01-26,2023-01-31,CUST-1014,Customer 15,Corporate,North,Furniture,Tables,Furniture - Tables Model 146,2816.44,7,0.1,582.82
CA-2024-10205,2023-06-04,2023-06-06,CUST-1057,Customer 58,Corporate,South,Technology,Copiers,Technology - Copiers Model 555,565.0,5,0.15,64.07
CA-2024-10206,2023-07-19,2023-07-22,CUST-1117,Customer 118,Home Office,West,Office Supplies,Storage,Office Supplies - Storage Model 401,204.71,1,0.1,36.49
CA-2024-10207,2024-08-28,2024-08-30,CUST-1009,Customer 10,Corporate,West,Technology,Phones,Technology - Phones Model 985,1320.21,7,0.1,269.37
CA-2024-10208,2024-09-05,2024-09-09,CUST-1047,Customer 48,Corporate,South,Technology,Phones,Technology - Phones Model 172,458.3,3,0.0,92.88
CA-2024-10209,2023-08-08,2023-08-13,CUST-1004,Customer 5,Home Office,South,Office Supplies,Art,Office Supplies - Art Model 157,62.38,1,0.2,6.36
CA-2024-10210,2024-08-21,2024-08-23,CUST-1041,Customer 42,Consumer,South,Office Supplies,Paper,Office Supplies - Paper Model 736,685.31,5,0.2,75.61
CA-2024-10211,2024-08-21,2024-08-23,CUST-1075,Customer 76,Corporate,West,Technology,Machines,Technology - Machines Model 311,293.06,1,0.1,36.13
CA-2024-10212,2024-04-22,2024-04-23,CUST-1110,Customer 111,Corporate,East,Furniture,Chairs,Furniture - Chairs Model 591,191.59,5,0.0,41.08
CA-2024-10213,2024-06-30,2024-07-04,CUST-1099,Customer 100,Home Office,West,Office Supplies,Art,Office Supplies - Art Model 306,91.03,1,0.0,25.79
CA-2024-10214,2024-12-30,2025-01-02,CUST-1067,Customer 68,Consumer,East,Furniture,Tables,Furniture - Tables Model 581,315.97,2,0.0,89.52
CA-2024-10215,2023-02-08,2023-02-11,CUST-1075,Customer 76,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 690,803.08,7,0.0,238.38
CA-2024-10216,2024-05-12,2024-05-17,CUST-1035,Customer 36,Consumer,North,Office Supplies,Art,Office Supplies - Art Model 211,1647.52,4,0.0,346.75
CA-2024-10217,2024-08-17,2024-08-18,CUST-1068,Customer 69,Consumer,South,Office Supplies,Appliances,Office Supplies - Appliances Model 471,1689.64,4,0.0,494.01
CA-2024-10218,2023-06-30,2023-07-02,CUST-1049,Customer 50,Consumer,South,Office Supplies,Appliances,Office Supplies - Appliances Model 711,2422.67,7,0.0,509.43
CA-2024-10219,2024-08-24,2024-08-29,CUST-1016,Customer 17,Home Office,East,Furniture,Tables,Furniture - Tables Model 660,377.42,4,0.0,93.11
CA-2024-10220,2023-04-09,2023-04-11,CUST-1102,Customer 103,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 396,1574.56,5,0.2,133.58
CA-2024-10221,2024-06-24,2024-06-28,CUST-1098,Customer 99,Corporate,South,Technology,Accessories,Technology - Accessories Model 270,498.84,5,0.0,130.9
CA-2024-10222,2023-04-10,2023-04-12,CUST-1008,Customer 9,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 242,336.25,2,0.0,79.87
CA-2024-10223,2023-03-23,2023-03-25,CUST-1056,Customer 57,Consumer,East,Furniture,Chairs,Furniture - Chairs Model 998,1269.12,6,0.0,259.69
CA-2024-10224,2024-12-22,2024-12-24,CUST-1019,Customer 20,Home Office,North,Technology,Phones,Technology - Phones Model 807,129.39,1,0.4,-3.68
CA-2024-10225,2023-04-08,2023-04-12,CUST-1004,Customer 5,Consumer,East,Office Supplies,Storage,Office Supplies - Storage Model 131,1113.48,3,0.0,252.95
CA-2024-10226,2024-10-04,2024-10-06,CUST-1056,Customer 57,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 614,272.34,1,0.15,46.46
CA-2024-10227,2024-11-05,2024-11-06,CUST-1001,Customer 2,Consumer,North,Office Supplies,Binders,Office Supplies - Binders Model 146,930.9,2,0.0,231.16
CA-2024-10228,2023-04-16,2023-04-20,CUST-1073,Customer 74,Corporate,East,Office Supplies,Storage,Office Supplies - Storage Model 385,266.15,6,0.1,39.92
CA-2024-10229,2024-05-29,2024-05-31,CUST-1056,Customer 57,Home Office,North,Office Supplies,Binders,Office Supplies - Binders Model 797,1609.72,4,0.1,290.44
CA-2024-10230,2023-12-20,2023-12-22,CUST-1017,Customer 18,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 377,896.49,6,0.0,245.28
CA-2024-10231,2024-06-25,2024-06-27,CUST-1056,Customer 57,Home Office,East,Technology,Phones,Technology - Phones Model 374,1486.0,7,0.0,399.7
CA-2024-10232,2024-07-05,2024-07-07,CUST-1026,Customer 27,Consumer,West,Furniture,Bookcases,Furniture - Bookcases Model 266,339.31,1,0.1,65.56
CA-2024-10233,2024-01-02,2024-01-04,CUST-1095,Customer 96,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 788,1104.56,6,0.15,91.59
CA-2024-10234,2024-09-10,2024-09-11,CUST-1106,Customer 107,Corporate,North,Office Supplies,Appliances,Office Supplies - Appliances Model 650,261.08,1,0.0,59.81
CA-2024-10235,2024-10-07,2024-10-09,CUST-1037,Customer 38,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 941,327.69,6,0.0,95.52
CA-2024-10236,2023-05-30,2023-06-01,CUST-1038,Customer 39,Home Office,South,Office Supplies,Storage,Office Supplies - Storage Model 700,317.13,1,0.0,73.02
CA-2024-10237,2024-06-04,2024-06-08,CUST-1001,Customer 2,Home Office,South,Office Supplies,Storage,Office Supplies - Storage Model 902,1861.14,7,0.0,531.39
CA-2024-10238,2024-03-07,2024-03-08,CUST-1018,Customer 19,Consumer,East,Office Supplies,Binders,Office Supplies - Binders Model 232,410.36,1,0.15,64.71
CA-2024-10239,2023-04-01,2023-04-05,CUST-1062,Customer 63,Consumer,West,Furniture,Chairs,Furniture - Chairs Model 392,365.63,3,0.1,80.29
CA-2024-10240,2023-06-23,2023-06-28,CUST-1034,Customer 35,Corporate,East,Office Supplies,Storage,Office Supplies - Storage Model 398,115.54,1,0.4,-9.92
CA-2024-10241,2024-10-25,2024-10-27,CUST-1037,Customer 38,Home Office,West,Furniture,Tables,Furniture - Tables Model 605,398.19,1,0.0,84.48
CA-2024-10242,2024-05-16,2024-05-18,CUST-1017,Customer 18,Consumer,East,Furniture,Bookcases,Furniture - Bookcases Model 504,1145.96,3,0.1,225.96
CA-2024-10243,2023-12-22,2023-12-26,CUST-1044,Customer 45,Corporate,East,Furniture,Furnishings,Furniture - Furnishings Model 998,1661.54,4,0.0,422.37
CA-2024-10244,2023-08-03,2023-08-08,CUST-1008,Customer 9,Home Office,North,Furniture,Bookcases,Furniture - Bookcases Model 827,2873.79,7,0.15,234.78
CA-2024-10245,2023-08-08,2023-08-12,CUST-1030,Customer 31,Corporate,North,Furniture,Bookcases,Furniture - Bookcases Model 638,2943.04,7,0.1,453.72
CA-2024-10246,2024-11-22,2024-11-27,CUST-1084,Customer 85,Consumer,East,Technology,Machines,Technology - Machines Model 636,466.31,2,0.1,62.92
CA-2024-10247,2024-05-27,2024-05-30,CUST-1004,Customer 5,Home Office,West,Office Supplies,Labels,Office Supplies - Labels Model 470,1961.31,6,0.0,515.2
CA-2024-10248,2023-07-24,2023-07-25,CUST-1046,Customer 47,Consumer,West,Technology,Copiers,Technology - Copiers Model 168,989.75,6,0.3,11.96
CA-2024-10249,2023-07-31,2023-08-04,CUST-1015,Customer 16,Consumer,West,Furniture,Chairs,Furniture - Chairs Model 650,2892.6,6,0.0,831.55
CA-2024-10250,2024-10-10,2024-10-12,CUST-1086,Customer 87,Consumer,North,Technology,Machines,Technology - Machines Model 626,898.38,7,0.0,208.43
